,week_index,count,country_code,Postive_tweets,Negative_tweets
39,27,255,BR,61,31
40,47,253,BR,67,25
41,31,243,BR,65,44
42,28,232,BR,61,37
43,4,219,BR,66,39
44,29,209,BR,54,34
45,5,207,BR,62,23
46,46,199,BR,44,23
47,1,175,BR,41,25
48,2,141,BR,45,25
49,3,123,BR,31,29
0,9,35,SN,14,3
1,39,25,SN,6,8
2,10,25,SN,9,1
3,0,23,SN,3,2
4,21,23,SN,11,0
5,38,23,SN,5,9
6,20,21,SN,13,3
7,12,21,SN,5,4
8,2,20,SN,6,3
9,35,20,SN,8,1
10,22,19,SN,9,1
11,13,19,SN,7,4
12,1,18,SN,7,1
13,5,18,SN,3,1
14,8,17,SN,5,5
15,14,16,SN,3,4
16,40,16,SN,3,2
17,6,16,SN,4,2
18,11,15,SN,7,3
19,42,15,SN,2,5
20,17,14,SN,4,1
21,37,14,SN,2,2
22,4,14,SN,4,4
23,24,14,SN,4,1
24,44,14,SN,5,2
25,29,13,SN,3,1
26,34,13,SN,7,1
27,32,13,SN,3,3
28,49,13,SN,7,0
29,28,12,SN,3,3
30,23,12,SN,6,0
31,15,12,SN,5,0
32,36,12,SN,6,3
33,16,12,SN,8,1
34,3,11,SN,2,1
35,47,11,SN,4,1
36,48,11,SN,3,0
37,26,10,SN,4,2
38,19,10,SN,1,3
39,7,10,SN,6,0
40,45,10,SN,2,0
41,33,9,SN,7,2
42,27,9,SN,4,3
43,18,9,SN,3,3
44,30,8,SN,2,0
45,31,8,SN,1,2
46,43,8,SN,4,1
47,41,7,SN,1,3
48,46,6,SN,1,0
49,25,5,SN,0,4
0,28,1804,MY,606,381
1,42,1769,MY,677,323
2,43,1534,MY,631,265
3,31,1411,MY,524,288
4,30,1364,MY,540,234
5,29,1255,MY,499,207
6,44,1106,MY,425,207
7,27,1099,MY,372,204
8,45,1031,MY,421,199
9,32,983,MY,379,178
10,33,875,MY,358,162
11,35,874,MY,351,149
12,48,869,MY,353,125
13,46,853,MY,328,141
14,34,842,MY,362,164
15,18,787,MY,361,146
16,41,768,MY,307,159
17,49,680,MY,298,108
18,6,663,MY,286,127
19,47,646,MY,285,90
20,10,631,MY,250,116
21,8,630,MY,258,96
22,37,624,MY,243,111
23,9,624,MY,267,86
24,40,618,MY,263,112
25,21,618,MY,265,116
26,36,617,MY,258,94
27,39,615,MY,270,95
28,24,604,MY,229,95
29,11,598,MY,233,122
30,22,596,MY,237,107
31,38,585,MY,251,95
32,12,574,MY,262,91
33,17,573,MY,244,123
34,4,536,MY,216,111
35,20,528,MY,226,87
36,14,519,MY,241,83
37,7,516,MY,214,90
38,5,512,MY,219,85
39,0,508,MY,140,104
40,16,503,MY,235,83
41,26,491,MY,176,83
42,13,472,MY,228,80
43,19,460,MY,199,85
44,15,452,MY,185,101
45,25,420,MY,168,73
46,23,392,MY,171,66
47,1,377,MY,103,70
48,2,221,MY,68,43
49,3,131,MY,35,39
0,34,129,CR,55,36
1,33,98,CR,38,15
2,35,77,CR,32,16
3,37,48,CR,22,11
4,40,45,CR,14,10
5,38,43,CR,25,9
6,28,43,CR,15,15
7,31,43,CR,15,10
8,17,40,CR,8,13
9,16,40,CR,15,10
10,32,39,CR,11,9
11,15,38,CR,13,9
12,39,37,CR,16,6
13,48,37,CR,14,6
14,43,36,CR,12,8
15,14,35,CR,10,7
16,10,35,CR,17,6
17,41,34,CR,13,11
18,20,33,CR,6,7
19,25,33,CR,11,10
20,18,32,CR,4,13
21,21,32,CR,14,4
22,19,31,CR,16,5
23,11,31,CR,9,7
24,36,31,CR,10,9
25,26,30,CR,7,11
26,44,30,CR,13,4
27,5,29,CR,5,9
28,8,29,CR,10,3
29,9,29,CR,13,5
30,49,27,CR,15,4
31,23,27,CR,7,7
32,29,26,CR,12,5
33,46,25,CR,13,2
34,47,23,CR,13,5
35,22,22,CR,5,7
36,27,21,CR,6,4
37,12,21,CR,8,3
38,30,20,CR,10,4
39,45,20,CR,9,6
40,24,20,CR,7,4
41,7,19,CR,7,8
42,6,19,CR,5,4
43,13,15,CR,1,3
44,4,14,CR,3,2
45,0,10,CR,3,3
46,42,9,CR,4,3
47,1,3,CR,2,0
48,3,1,CR,0,0
49,2,1,CR,1,0
0,33,152,NO,66,26
1,43,148,NO,39,25
2,8,131,NO,61,40
3,9,121,NO,59,29
4,34,120,NO,57,15
5,41,118,NO,50,28
6,38,118,NO,77,9
7,39,109,NO,56,23
8,35,108,NO,54,24
9,29,107,NO,53,23
10,40,107,NO,48,27
11,19,105,NO,46,40
12,37,102,NO,55,15
13,32,102,NO,46,28
14,6,101,NO,56,25
15,20,101,NO,48,22
16,5,100,NO,53,14
17,44,98,NO,59,22
18,42,97,NO,44,20
19,12,97,NO,47,11
20,31,96,NO,44,23
21,27,96,NO,48,17
22,0,94,NO,44,14
23,45,90,NO,43,23
24,22,88,NO,38,25
25,18,85,NO,41,18
26,15,84,NO,39,26
27,28,84,NO,41,15
28,7,83,NO,43,15
29,10,83,NO,46,11
30,4,82,NO,36,20
31,30,81,NO,42,23
32,49,80,NO,40,18
33,21,80,NO,36,20
34,1,80,NO,36,11
35,14,78,NO,36,12
36,47,77,NO,34,24
37,46,77,NO,34,21
38,26,76,NO,28,21
39,36,73,NO,42,11
40,24,73,NO,35,13
41,25,71,NO,39,17
42,23,68,NO,31,14
43,11,67,NO,31,15
44,13,66,NO,36,14
45,16,65,NO,30,23
46,48,63,NO,33,15
47,17,63,NO,31,12
48,2,57,NO,24,11
49,3,45,NO,24,12
0,0,13,BJ,5,0
1,1,13,BJ,3,3
2,4,9,BJ,4,2
3,7,7,BJ,1,0
4,5,6,BJ,4,1
5,37,6,BJ,0,1
6,23,6,BJ,5,1
7,45,5,BJ,3,1
8,3,5,BJ,3,0
9,9,5,BJ,3,0
10,27,5,BJ,2,0
11,21,4,BJ,1,2
12,43,4,BJ,1,1
13,34,4,BJ,2,1
14,26,4,BJ,1,0
15,2,4,BJ,2,1
16,15,4,BJ,2,0
17,12,4,BJ,2,0
18,28,3,BJ,1,0
19,46,3,BJ,1,0
20,42,3,BJ,1,0
21,33,2,BJ,1,0
22,39,2,BJ,2,0
23,10,2,BJ,0,1
24,35,2,BJ,0,0
25,49,2,BJ,0,0
26,14,2,BJ,0,0
27,19,2,BJ,0,1
28,30,1,BJ,0,1
29,48,1,BJ,1,0
30,18,1,BJ,1,0
31,44,1,BJ,1,0
32,8,1,BJ,0,0
33,22,1,BJ,0,0
34,41,1,BJ,1,0
35,40,1,BJ,0,0
36,29,1,BJ,0,1
37,38,1,BJ,0,0
38,25,1,BJ,1,0
39,36,1,BJ,0,1
40,13,1,BJ,1,0
41,11,1,BJ,0,0
42,17,1,BJ,1,0
43,32,1,BJ,0,0
44,31,1,BJ,0,1
45,16,1,BJ,0,0
0,41,316,ZM,126,63
1,42,287,ZM,125,55
2,43,222,ZM,107,41
3,44,201,ZM,93,40
4,17,171,ZM,72,39
5,45,169,ZM,75,39
6,7,145,ZM,50,22
7,9,143,ZM,63,26
8,6,139,ZM,58,25
9,1,136,ZM,55,25
10,18,135,ZM,61,16
11,8,135,ZM,59,26
12,4,133,ZM,59,19
13,20,133,ZM,58,30
14,40,130,ZM,59,28
15,5,129,ZM,60,17
16,46,128,ZM,68,23
17,19,116,ZM,44,24
18,14,115,ZM,39,28
19,21,115,ZM,54,19
20,0,111,ZM,38,21
21,13,92,ZM,38,8
22,16,91,ZM,34,21
23,10,91,ZM,43,17
24,48,90,ZM,40,21
25,39,87,ZM,46,16
26,25,85,ZM,41,19
27,11,84,ZM,29,15
28,12,82,ZM,30,19
29,24,81,ZM,37,20
30,22,75,ZM,41,14
31,47,74,ZM,35,14
32,2,73,ZM,27,11
33,15,72,ZM,32,10
34,29,71,ZM,21,21
35,23,70,ZM,30,18
36,27,64,ZM,27,12
37,32,61,ZM,19,11
38,38,61,ZM,21,13
39,3,61,ZM,18,13
40,30,59,ZM,29,9
41,49,54,ZM,26,10
42,36,53,ZM,29,8
43,33,52,ZM,19,9
44,37,52,ZM,21,9
45,26,49,ZM,18,10
46,34,47,ZM,15,8
47,35,44,ZM,18,9
48,31,42,ZM,19,5
49,28,35,ZM,13,7
0,46,17,DM,7,5
1,47,14,DM,8,1
2,22,14,DM,4,3
3,43,12,DM,5,3
4,45,10,DM,3,2
5,0,8,DM,2,2
6,38,8,DM,2,1
7,48,7,DM,3,0
8,36,7,DM,1,0
9,33,7,DM,2,0
10,20,6,DM,4,0
11,49,6,DM,3,1
12,34,5,DM,3,0
13,42,5,DM,3,1
14,35,5,DM,1,0
15,2,5,DM,4,0
16,8,5,DM,2,1
17,4,5,DM,5,0
18,39,5,DM,3,1
19,44,5,DM,2,0
20,40,4,DM,3,1
21,14,4,DM,2,1
22,23,4,DM,2,1
23,16,4,DM,2,0
24,10,3,DM,1,0
25,5,3,DM,3,0
26,37,3,DM,1,0
27,3,3,DM,1,1
28,6,3,DM,2,0
29,32,3,DM,0,1
30,18,3,DM,0,1
31,28,3,DM,2,0
32,27,3,DM,1,1
33,1,3,DM,1,1
34,31,3,DM,0,1
35,24,3,DM,0,1
36,15,2,DM,0,0
37,12,2,DM,1,1
38,19,2,DM,0,1
39,21,2,DM,2,0
40,41,2,DM,1,1
41,29,2,DM,1,0
42,25,2,DM,1,0
43,7,1,DM,0,0
44,13,1,DM,0,1
45,30,1,DM,0,1
46,17,1,DM,0,0
0,9,258,CH,138,44
1,31,245,CH,109,43
2,8,244,CH,121,45
3,14,226,CH,102,34
4,34,222,CH,110,24
5,38,219,CH,106,39
6,32,216,CH,107,32
7,27,215,CH,105,40
8,43,214,CH,98,46
9,44,213,CH,113,38
10,33,204,CH,106,31
11,30,201,CH,104,27
12,37,200,CH,105,32
13,29,199,CH,102,29
14,15,194,CH,102,32
15,26,194,CH,92,36
16,45,192,CH,92,36
17,4,189,CH,95,38
18,35,189,CH,85,30
19,16,188,CH,116,29
20,10,186,CH,99,28
21,39,186,CH,86,34
22,6,184,CH,96,26
23,12,184,CH,113,21
24,11,182,CH,101,25
25,40,182,CH,95,27
26,25,179,CH,90,33
27,41,176,CH,91,27
28,5,175,CH,85,17
29,48,171,CH,91,30
30,47,165,CH,81,28
31,49,165,CH,82,30
32,46,162,CH,74,24
33,21,160,CH,88,26
34,42,159,CH,69,36
35,36,156,CH,77,14
36,7,155,CH,92,16
37,17,154,CH,75,31
38,19,152,CH,75,29
39,28,152,CH,71,29
40,13,144,CH,72,23
41,23,134,CH,83,14
42,22,133,CH,74,18
43,24,129,CH,49,24
44,20,124,CH,62,28
45,18,115,CH,54,23
46,0,79,CH,35,20
47,1,77,CH,33,9
48,2,69,CH,28,18
49,3,69,CH,22,20
0,9,158,AR,43,17
1,23,150,AR,51,13
2,12,140,AR,42,21
3,8,132,AR,26,12
4,24,130,AR,36,8
5,21,130,AR,43,13
6,22,128,AR,33,16
7,20,124,AR,38,21
8,11,123,AR,27,13
9,13,121,AR,29,16
10,10,114,AR,32,13
11,14,109,AR,31,14
12,18,106,AR,26,9
13,25,104,AR,24,11
14,41,103,AR,31,9
15,37,103,AR,24,9
16,40,102,AR,29,11
17,35,100,AR,27,9
18,34,99,AR,19,14
19,17,98,AR,19,11
20,44,97,AR,18,8
21,39,95,AR,24,12
22,38,94,AR,28,12
23,33,94,AR,28,11
24,36,94,AR,22,10
25,32,92,AR,15,7
26,15,90,AR,28,12
27,47,90,AR,14,7
28,31,87,AR,21,6
29,42,86,AR,27,12
30,46,86,AR,25,9
31,29,84,AR,15,16
32,43,84,AR,14,10
33,26,83,AR,14,5
34,16,83,AR,20,5
35,19,83,AR,15,6
36,45,78,AR,22,9
37,6,77,AR,25,10
38,27,77,AR,22,8
39,48,77,AR,15,10
40,28,76,AR,16,9
41,5,69,AR,27,10
42,7,67,AR,20,9
43,30,64,AR,5,9
44,49,60,AR,13,8
45,4,53,AR,13,6
46,1,31,AR,7,0
47,0,28,AR,7,3
48,2,15,AR,1,1
49,3,9,AR,1,0
0,45,233,MM,136,32
1,47,212,MM,44,112
2,46,147,MM,74,36
3,48,76,MM,20,38
4,49,64,MM,34,17
5,38,32,MM,17,5
6,27,30,MM,10,7
7,23,27,MM,11,7
8,25,26,MM,14,5
9,8,26,MM,10,0
10,22,24,MM,13,1
11,37,24,MM,9,5
12,36,24,MM,19,2
13,40,23,MM,9,5
14,24,22,MM,8,6
15,35,21,MM,8,3
16,9,20,MM,11,1
17,4,20,MM,7,3
18,39,20,MM,11,1
19,34,20,MM,5,5
20,31,20,MM,7,7
21,10,20,MM,10,1
22,29,20,MM,10,0
23,44,18,MM,9,2
24,28,18,MM,8,3
25,11,17,MM,9,2
26,14,17,MM,8,0
27,33,16,MM,10,1
28,26,16,MM,12,1
29,7,16,MM,9,1
30,15,15,MM,6,1
31,30,14,MM,6,1
32,41,14,MM,7,2
33,5,13,MM,6,1
34,1,13,MM,5,3
35,18,12,MM,8,3
36,13,12,MM,7,3
37,16,11,MM,5,3
38,20,11,MM,10,0
39,42,11,MM,7,3
40,32,9,MM,6,1
41,43,9,MM,7,1
42,6,8,MM,6,2
43,17,8,MM,4,0
44,2,7,MM,2,5
45,21,7,MM,5,1
46,19,7,MM,4,0
47,0,7,MM,5,0
48,12,6,MM,2,1
49,3,5,MM,2,0
0,10,101,RW,45,6
1,9,97,RW,50,20
2,5,91,RW,46,8
3,38,90,RW,45,22
4,45,88,RW,50,17
5,8,87,RW,39,11
6,13,86,RW,38,17
7,43,85,RW,46,8
8,44,83,RW,40,13
9,21,83,RW,35,18
10,12,74,RW,42,9
11,14,74,RW,36,8
12,11,71,RW,31,12
13,22,67,RW,33,8
14,17,66,RW,36,10
15,39,66,RW,36,13
16,24,63,RW,27,9
17,23,62,RW,35,12
18,4,62,RW,30,9
19,46,61,RW,26,8
20,37,57,RW,31,13
21,6,57,RW,28,8
22,18,56,RW,25,7
23,16,55,RW,26,6
24,7,50,RW,21,7
25,41,49,RW,27,9
26,30,49,RW,29,9
27,20,48,RW,21,4
28,29,48,RW,27,10
29,26,47,RW,23,7
30,32,46,RW,24,6
31,40,45,RW,23,7
32,27,45,RW,17,5
33,15,43,RW,22,7
34,33,42,RW,28,7
35,36,39,RW,23,3
36,48,39,RW,15,6
37,47,38,RW,22,6
38,25,38,RW,16,2
39,42,35,RW,20,7
40,49,34,RW,20,4
41,31,34,RW,14,7
42,19,33,RW,19,2
43,35,32,RW,20,3
44,28,31,RW,16,5
45,34,25,RW,16,2
46,0,23,RW,10,2
47,1,21,RW,7,4
48,2,13,RW,6,1
49,3,7,RW,3,1
0,32,517,BE,233,115
1,31,423,BE,195,83
2,8,382,BE,196,54
3,30,349,BE,158,70
4,10,337,BE,178,49
5,9,332,BE,169,61
6,36,325,BE,154,61
7,35,312,BE,158,45
8,29,308,BE,141,71
9,33,307,BE,155,53
10,11,304,BE,164,47
11,7,299,BE,166,48
12,34,295,BE,138,61
13,27,285,BE,137,44
14,5,284,BE,147,40
15,6,282,BE,144,48
16,13,282,BE,151,46
17,45,276,BE,144,51
18,44,275,BE,133,43
19,18,267,BE,127,63
20,37,266,BE,138,49
21,12,266,BE,137,43
22,39,261,BE,136,58
23,17,249,BE,117,48
24,14,247,BE,129,33
25,49,242,BE,118,46
26,26,241,BE,123,43
27,38,241,BE,116,35
28,41,234,BE,108,40
29,25,232,BE,124,46
30,15,231,BE,121,42
31,43,227,BE,97,49
32,20,219,BE,107,49
33,4,217,BE,91,48
34,24,216,BE,109,45
35,21,213,BE,119,27
36,19,211,BE,102,38
37,22,209,BE,115,42
38,46,209,BE,101,39
39,28,204,BE,90,51
40,16,196,BE,92,34
41,40,194,BE,85,35
42,1,192,BE,95,27
43,48,188,BE,98,33
44,42,181,BE,70,34
45,23,171,BE,87,37
46,47,169,BE,82,25
47,0,162,BE,67,15
48,2,132,BE,49,24
49,3,128,BE,51,30
0,48,81,AG,32,18
1,46,78,AG,34,19
2,47,74,AG,35,7
3,49,69,AG,26,13
4,44,69,AG,18,8
5,45,65,AG,20,17
6,38,51,AG,15,7
7,30,50,AG,19,8
8,43,49,AG,16,5
9,17,46,AG,12,6
10,31,43,AG,13,6
11,18,43,AG,16,7
12,1,40,AG,10,8
13,33,39,AG,15,2
14,29,37,AG,14,5
15,27,37,AG,10,5
16,10,36,AG,4,6
17,16,36,AG,10,8
18,34,35,AG,16,2
19,39,34,AG,10,4
20,20,33,AG,10,4
21,2,33,AG,9,5
22,37,32,AG,10,3
23,41,31,AG,8,6
24,42,30,AG,6,7
25,40,30,AG,9,2
26,21,29,AG,8,5
27,36,29,AG,12,3
28,26,28,AG,8,5
29,28,28,AG,12,3
30,32,28,AG,15,3
31,35,28,AG,7,8
32,14,27,AG,11,5
33,19,27,AG,4,1
34,13,27,AG,9,5
35,23,26,AG,11,4
36,22,26,AG,8,5
37,11,24,AG,7,7
38,15,23,AG,7,4
39,24,23,AG,7,3
40,0,21,AG,8,4
41,9,21,AG,9,6
42,12,19,AG,8,6
43,8,19,AG,4,6
44,25,17,AG,5,3
45,7,13,AG,4,3
46,4,12,AG,4,0
47,3,11,AG,5,2
48,6,8,AG,2,0
49,5,4,AG,0,2
0,1,42,JO,23,4
1,13,34,JO,21,5
2,33,34,JO,21,6
3,49,33,JO,17,4
4,10,32,JO,12,3
5,9,31,JO,16,4
6,39,29,JO,15,6
7,40,28,JO,10,9
8,8,28,JO,9,4
9,11,28,JO,11,6
10,46,27,JO,13,4
11,38,27,JO,11,3
12,0,27,JO,10,2
13,12,26,JO,18,2
14,32,26,JO,13,4
15,4,25,JO,16,3
16,34,25,JO,8,8
17,47,23,JO,16,3
18,6,22,JO,14,3
19,23,22,JO,11,1
20,7,21,JO,14,4
21,48,21,JO,15,2
22,35,21,JO,12,3
23,41,20,JO,12,1
24,30,20,JO,7,2
25,31,20,JO,13,4
26,24,20,JO,7,2
27,43,19,JO,8,2
28,42,19,JO,9,5
29,27,19,JO,4,3
30,14,18,JO,11,3
31,2,18,JO,6,4
32,16,17,JO,9,4
33,45,17,JO,5,2
34,29,16,JO,7,5
35,22,15,JO,3,2
36,18,15,JO,10,2
37,26,15,JO,5,3
38,44,14,JO,7,4
39,37,14,JO,9,0
40,3,14,JO,6,2
41,15,13,JO,5,6
42,21,12,JO,8,0
43,36,11,JO,8,1
44,5,10,JO,4,2
45,25,10,JO,3,2
46,19,9,JO,7,0
47,20,9,JO,5,2
48,28,9,JO,3,3
49,17,5,JO,0,2
0,26,42,LT,18,11
1,28,20,LT,7,6
2,27,18,LT,8,4
3,24,17,LT,7,6
4,38,17,LT,7,3
5,48,16,LT,6,2
6,40,15,LT,8,2
7,36,15,LT,7,1
8,42,14,LT,8,2
9,44,14,LT,6,1
10,47,13,LT,6,2
11,46,13,LT,9,2
12,33,13,LT,6,3
13,15,12,LT,9,0
14,16,12,LT,7,0
15,29,12,LT,1,6
16,45,11,LT,4,2
17,41,11,LT,7,1
18,30,11,LT,5,1
19,35,10,LT,2,4
20,39,10,LT,4,2
21,25,10,LT,4,4
22,49,10,LT,5,2
23,20,10,LT,4,2
24,17,9,LT,6,3
25,34,9,LT,4,1
26,8,9,LT,3,1
27,31,8,LT,3,2
28,43,8,LT,5,2
29,37,8,LT,2,0
30,7,8,LT,4,0
31,21,7,LT,4,2
32,18,6,LT,2,0
33,32,6,LT,3,3
34,14,6,LT,3,1
35,19,6,LT,6,0
36,13,6,LT,2,3
37,22,6,LT,2,2
38,5,5,LT,2,0
39,12,5,LT,1,0
40,23,4,LT,0,1
41,10,3,LT,2,0
42,6,3,LT,2,0
43,1,3,LT,1,1
44,4,3,LT,0,1
45,2,3,LT,2,1
46,9,2,LT,2,0
47,11,2,LT,0,0
48,0,2,LT,0,1
49,3,1,LT,1,0
0,34,38,UA,16,9
1,31,32,UA,15,5
2,20,29,UA,13,8
3,12,28,UA,15,4
4,36,27,UA,14,5
5,23,27,UA,16,8
6,10,27,UA,12,8
7,21,26,UA,11,5
8,14,26,UA,15,3
9,29,25,UA,11,7
10,19,25,UA,10,9
11,33,23,UA,10,3
12,8,23,UA,12,1
13,26,22,UA,9,2
14,6,22,UA,10,6
15,9,22,UA,8,6
16,0,21,UA,10,4
17,16,21,UA,8,4
18,44,21,UA,10,4
19,47,21,UA,12,5
20,38,21,UA,8,5
21,27,20,UA,9,4
22,30,20,UA,3,7
23,32,20,UA,9,3
24,1,19,UA,9,2
25,18,18,UA,7,3
26,35,18,UA,8,3
27,42,17,UA,6,5
28,41,17,UA,7,3
29,5,17,UA,7,4
30,46,17,UA,6,7
31,15,17,UA,8,5
32,37,16,UA,9,2
33,45,16,UA,9,1
34,25,16,UA,5,4
35,22,16,UA,6,3
36,2,16,UA,5,2
37,24,15,UA,5,5
38,13,15,UA,8,2
39,11,15,UA,7,4
40,17,14,UA,5,2
41,40,14,UA,4,5
42,49,14,UA,8,4
43,39,13,UA,7,1
44,43,13,UA,5,4
45,4,13,UA,6,3
46,7,12,UA,4,1
47,48,11,UA,5,1
48,28,9,UA,3,3
49,3,6,UA,0,3
0,41,330,BB,129,68
1,47,230,BB,99,47
2,46,215,BB,70,47
3,44,175,BB,63,34
4,48,160,BB,55,22
5,42,145,BB,67,33
6,45,133,BB,48,24
7,49,117,BB,44,25
8,40,108,BB,40,23
9,43,85,BB,28,17
10,39,84,BB,35,19
11,0,77,BB,19,14
12,28,71,BB,22,13
13,19,68,BB,27,10
14,9,68,BB,31,11
15,1,67,BB,24,14
16,34,66,BB,21,10
17,32,65,BB,24,14
18,38,63,BB,31,12
19,24,63,BB,24,7
20,2,62,BB,17,12
21,23,60,BB,13,17
22,18,59,BB,14,20
23,20,58,BB,20,15
24,29,56,BB,23,9
25,33,55,BB,22,10
26,30,53,BB,24,8
27,25,51,BB,16,13
28,10,50,BB,9,12
29,37,50,BB,20,8
30,17,49,BB,16,15
31,16,48,BB,20,5
32,22,47,BB,15,7
33,35,47,BB,17,7
34,12,45,BB,20,5
35,27,45,BB,18,10
36,21,45,BB,14,10
37,14,44,BB,21,1
38,5,42,BB,23,4
39,26,41,BB,19,6
40,31,41,BB,18,5
41,11,39,BB,15,7
42,4,39,BB,12,8
43,8,37,BB,13,6
44,13,37,BB,14,9
45,7,36,BB,8,5
46,6,33,BB,13,2
47,15,32,BB,11,5
48,36,26,BB,11,6
49,3,19,BB,5,4
0,38,30,GD,12,7
1,18,30,GD,10,9
2,0,29,GD,13,8
3,39,27,GD,10,9
4,17,20,GD,10,1
5,43,16,GD,9,3
6,33,16,GD,7,6
7,5,15,GD,4,4
8,20,15,GD,8,4
9,29,14,GD,4,3
10,40,14,GD,6,1
11,21,14,GD,5,3
12,19,14,GD,4,3
13,16,14,GD,7,0
14,8,13,GD,7,3
15,46,13,GD,4,4
16,41,12,GD,4,2
17,45,12,GD,2,1
18,42,12,GD,6,2
19,48,11,GD,4,1
20,2,11,GD,1,0
21,35,10,GD,3,2
22,10,10,GD,5,1
23,22,10,GD,4,2
24,47,10,GD,3,0
25,1,10,GD,1,2
26,4,10,GD,4,2
27,14,9,GD,4,2
28,44,9,GD,2,1
29,27,8,GD,4,2
30,9,8,GD,4,0
31,36,8,GD,6,1
32,34,7,GD,2,1
33,25,7,GD,3,0
34,30,6,GD,5,1
35,37,6,GD,1,2
36,15,6,GD,3,0
37,13,6,GD,4,1
38,32,5,GD,3,0
39,31,5,GD,1,1
40,23,5,GD,2,1
41,28,4,GD,0,1
42,49,4,GD,0,1
43,24,3,GD,0,0
44,11,3,GD,0,1
45,7,3,GD,0,1
46,6,3,GD,0,2
47,26,2,GD,0,0
48,12,2,GD,2,0
49,3,2,GD,1,0
0,8,55,DO,14,4
1,40,52,DO,14,11
2,22,48,DO,21,6
3,38,41,DO,16,5
4,43,38,DO,11,6
5,41,36,DO,13,4
6,11,36,DO,8,3
7,36,35,DO,9,4
8,35,35,DO,15,6
9,18,34,DO,15,5
10,20,33,DO,16,6
11,32,33,DO,5,2
12,17,32,DO,16,4
13,37,32,DO,13,4
14,42,31,DO,15,6
15,44,31,DO,7,9
16,16,31,DO,13,6
17,34,30,DO,12,5
18,46,30,DO,11,8
19,9,30,DO,9,4
20,13,29,DO,9,4
21,39,28,DO,10,6
22,21,28,DO,6,7
23,47,28,DO,6,7
24,29,27,DO,7,6
25,6,26,DO,8,6
26,45,26,DO,9,6
27,15,26,DO,11,5
28,24,26,DO,9,2
29,14,25,DO,5,6
30,31,25,DO,11,8
31,25,25,DO,7,6
32,27,24,DO,12,3
33,23,24,DO,8,5
34,10,24,DO,4,7
35,49,23,DO,9,6
36,28,23,DO,12,4
37,19,23,DO,4,8
38,12,23,DO,8,3
39,48,21,DO,5,5
40,33,20,DO,11,1
41,7,19,DO,3,5
42,30,18,DO,7,4
43,5,16,DO,3,2
44,4,16,DO,7,1
45,26,15,DO,4,5
46,0,12,DO,4,3
47,1,8,DO,4,0
48,2,7,DO,1,4
49,3,3,DO,1,0
0,39,98,CY,50,21
1,45,95,CY,45,21
2,30,92,CY,45,28
3,29,90,CY,39,13
4,20,83,CY,37,18
5,21,82,CY,33,22
6,24,81,CY,42,13
7,31,81,CY,39,15
8,42,80,CY,34,20
9,44,78,CY,41,12
10,43,73,CY,35,16
11,22,70,CY,32,12
12,26,69,CY,23,19
13,28,64,CY,33,10
14,14,60,CY,32,15
15,13,60,CY,42,7
16,46,60,CY,30,11
17,41,60,CY,32,11
18,27,58,CY,29,6
19,36,58,CY,33,9
20,38,58,CY,21,18
21,8,57,CY,23,16
22,12,56,CY,24,11
23,0,56,CY,19,9
24,25,55,CY,25,12
25,11,55,CY,26,13
26,37,54,CY,29,7
27,33,53,CY,31,5
28,10,52,CY,27,7
29,6,51,CY,17,9
30,47,51,CY,21,11
31,34,50,CY,25,11
32,19,50,CY,21,11
33,18,49,CY,26,7
34,40,48,CY,28,4
35,32,48,CY,12,21
36,1,47,CY,20,8
37,15,47,CY,24,7
38,4,47,CY,19,10
39,23,45,CY,25,6
40,17,45,CY,20,7
41,49,43,CY,21,5
42,9,41,CY,22,4
43,16,40,CY,16,7
44,7,34,CY,16,5
45,5,32,CY,12,8
46,35,30,CY,17,5
47,48,30,CY,11,6
48,2,24,CY,9,1
49,3,10,CY,2,2
0,8,100,SO,50,17
1,9,73,SO,32,15
2,6,68,SO,42,9
3,5,64,SO,28,13
4,47,63,SO,36,13
5,11,60,SO,37,3
6,48,59,SO,33,12
7,10,53,SO,29,4
8,7,49,SO,21,9
9,4,45,SO,23,7
10,13,44,SO,26,11
11,12,38,SO,20,6
12,49,37,SO,18,9
13,15,24,SO,13,4
14,16,24,SO,17,1
15,21,21,SO,9,2
16,33,21,SO,13,2
17,20,21,SO,10,2
18,27,19,SO,8,3
19,1,19,SO,8,2
20,22,19,SO,9,1
21,17,19,SO,9,6
22,19,19,SO,9,5
23,18,17,SO,6,5
24,26,17,SO,10,2
25,3,17,SO,5,2
26,23,15,SO,4,0
27,14,15,SO,10,1
28,45,15,SO,6,2
29,31,15,SO,12,1
30,44,14,SO,4,3
31,39,14,SO,6,4
32,36,13,SO,4,4
33,24,12,SO,4,4
34,28,12,SO,4,0
35,0,11,SO,4,0
36,37,10,SO,6,2
37,40,10,SO,6,1
38,41,10,SO,5,1
39,42,10,SO,4,1
40,32,10,SO,5,3
41,46,10,SO,5,2
42,2,10,SO,4,1
43,38,9,SO,3,1
44,34,9,SO,4,2
45,30,8,SO,4,0
46,29,8,SO,3,1
47,25,7,SO,2,2
48,43,6,SO,3,0
49,35,5,SO,1,1
0,39,59,KY,26,14
1,8,31,KY,13,9
2,29,30,KY,17,6
3,19,29,KY,10,9
4,40,27,KY,7,9
5,38,27,KY,11,5
6,42,23,KY,8,2
7,36,23,KY,9,4
8,48,22,KY,11,3
9,24,21,KY,9,1
10,27,21,KY,5,5
11,17,21,KY,7,1
